	graphie	lemme	cat	infover	genre	nombre	occurrences	rangFW	rangFWV	case
89794	fêtez	fêter	VER				1.0	201519.0	98864.5	
89795	fêtons	fêter	VER				1.0	201519.0	98864.5	
89812	fuyons	fuir	VER				1.0	201519.0	98864.5	
89823	fuit	fuir	VER				1.0	201519.0	98864.5	
89842	exposes	exposer	VER				1.0	201519.0	98864.5	
89854	expose	exposer	VER				1.0	201519.0	98864.5	
89940	gagnes	gagner	VER				1.0	201519.0	98864.5	
90002	initiant	initier	VER		m	s	1.0	201519.0	98864.5	
90073	embaument	embaumer	VER				1.0	201519.0	98864.5	
90096	effectue	effectuer	VER				1.0	201519.0	98864.5	
90108	incluait	inclure	VER				1.0	201519.0	98864.5	
90114	incitent	inciter	VER				1.0	201519.0	98864.5	
90118	inclinons	incliner	VER				1.0	201519.0	98864.5	
90139	efforcez	efforcer	VER				1.0	201519.0	98864.5	
90343	emballe	emballer	VER				1.0	201519.0	98864.5	
90363	embarque	embarquer	VER				1.0	201519.0	98864.5	
90408	emportes	emporter	VER				1.0	201519.0	98864.5	
90412	imprime	imprimer	VER				1.0	201519.0	98864.5	
90419	emportez	emporter	VER				1.0	201519.0	98864.5	
90425	endormons	endormir	VER				1.0	201519.0	98864.5	
90437	imposera	imposer	VER				1.0	201519.0	98864.5	
90469	emprunte	emprunter	VER				1.0	201519.0	98864.5	
90478	empoisonne	empoisonner	VER				1.0	201519.0	98864.5	
90496	hérite	hériter	VER				1.0	201519.0	98864.5	
90506	hélant	héler	VER				1.0	201519.0	98864.5	
90570	hésite	hésiter	VER				1.0	201519.0	98864.5	
90580	endure	endurer	VER				1.0	201519.0	98864.5	
90604	empresse	empresser	VER				1.0	201519.0	98864.5	
90605	immortalise	immortaliser	VER				1.0	201519.0	98864.5	
90618	encercle	encercler	VER				1.0	201519.0	98864.5	
90619	encerclent	encercler	VER				1.0	201519.0	98864.5	
90648	immobilise	immobiliser	VER				1.0	201519.0	98864.5	
90658	imitant	imiter	VER				1.0	201519.0	98864.5	
90696	enchante	enchanter	VER				1.0	201519.0	98864.5	
90704	imite	imiter	VER				1.0	201519.0	98864.5	
90716	empiètent	empiéter	VER				1.0	201519.0	98864.5	
90786	imprégnant	imprégner	VER		m	s	1.0	201519.0	98864.5	
90798	imprégnant	imprégner	VER				1.0	201519.0	98864.5	
90826	rencontrerais	rencontrer	VER				1.0	201519.0	98864.5	
90835	rencontrerai	rencontrer	VER				1.0	201519.0	98864.5	
90836	rendors	rendormir	VER				1.0	201519.0	98864.5	
90875	renseigne	renseigner	VER				1.0	201519.0	98864.5	
90895	rendrai	rendre	VER				1.0	201519.0	98864.5	
90911	rendons	rendre	VER				1.0	201519.0	98864.5	
90926	rependre	rependre	VER				1.0	201519.0	98864.5	
90968	replante	replanter	VER				1.0	201519.0	98864.5	
90976	rende	rendre	VER				1.0	201519.0	98864.5	
91008	repentez	repentir	VER				1.0	201519.0	98864.5	
91021	rencontrons	rencontrer	VER				1.0	201519.0	98864.5	
91068	identifie	identifier	VER				1.0	201519.0	98864.5	
91074	identifiez	identifier	VER				1.0	201519.0	98864.5	
91082	encourage	encourager	VER				1.0	201519.0	98864.5	
91114	imaginons	imaginer	VER				1.0	201519.0	98864.5	
91118	imagina	imaginer	VER				1.0	201519.0	98864.5	
91119	imagines	imaginer	VER				1.0	201519.0	98864.5	
91130	encorne	encorner	VER				1.0	201519.0	98864.5	
91146	renifles	renifler	VER				1.0	201519.0	98864.5	
91159	renoue	renouer	VER				1.0	201519.0	98864.5	
91206	ignorent	ignorer	VER				1.0	201519.0	98864.5	
91338	engendre	engendrer	VER				1.0	201519.0	98864.5	
91340	engendrez	engendrer	VER				1.0	201519.0	98864.5	
91367	humanisant	humaniser	VER		m	s	1.0	201519.0	98864.5	
91392	enfuie	enfuir	VER				1.0	201519.0	98864.5	
91431	hypertrophiant	hypertrophier	VER		m	s	1.0	201519.0	98864.5	
91444	enfilez	enfiler	VER				1.0	201519.0	98864.5	
91467	détestez	détester	VER				1.0	201519.0	98864.5	
91472	détestons	détester	VER				1.0	201519.0	98864.5	
91474	intensifie	intensifier	VER				1.0	201519.0	98864.5	
91479	détrompe	détromper	VER				1.0	201519.0	98864.5	
91481	détrompez	détromper	VER				1.0	201519.0	98864.5	
91528	détournent	détourner	VER				1.0	201519.0	98864.5	
91531	insérer	insérer	VER		m	s	1.0	201519.0	98864.5	
91579	institue	instituer	VER				1.0	201519.0	98864.5	
91612	détruisez	détruire	VER				1.0	201519.0	98864.5	
91628	détériore	détériorer	VER				1.0	201519.0	98864.5	
91640	détoxifies	détoxifier	VER				1.0	201519.0	98864.5	
91641	détoxifient	détoxifier	VER				1.0	201519.0	98864.5	
91646	détoxifiait	détoxifier	VER				1.0	201519.0	98864.5	
91666	enlevez	enlever	VER				1.0	201519.0	98864.5	
91694	hais	haïr	VER				1.0	201519.0	98864.5	
91699	enracinez	enraciner	VER				1.0	201519.0	98864.5	
91700	haves	haver	VER				1.0	201519.0	98864.5	
91830	enquêtez	enquêter	VER				1.0	201519.0	98864.5	
91832	enrage	enrager	VER				1.0	201519.0	98864.5	
91901	happer	happer	VER				1.0	201519.0	98864.5	
91904	harper	harper	VER		m	s	1.0	201519.0	98864.5	
91919	happent	happer	VER				1.0	201519.0	98864.5	
91920	hanta	hanter	VER				1.0	201519.0	98864.5	
91927	enroule	enrouler	VER				1.0	201519.0	98864.5	
91959	hurlera	hurler	VER				1.0	201519.0	98864.5	
91973	humilie	humilier	VER				1.0	201519.0	98864.5	
92059	enrichissez	enrichir	VER				1.0	201519.0	98864.5	
92061	halètent	haleter	VER				1.0	201519.0	98864.5	
92066	haler	haler	VER				1.0	201519.0	98864.5	
92112	cognez	cogner	VER				1.0	201519.0	98864.5	
92151	psalmodiant	psalmodier	VER				1.0	201519.0	98864.5	
92201	préfabrique	préfabriquer	VER		f	s	1.0	201519.0	98864.5	
92246	coince	coincer	VER				1.0	201519.0	98864.5	
92260	purifie	purifier	VER				1.0	201519.0	98864.5	
92282	prévenez	prévenir	VER				1.0	201519.0	98864.5	
92334	cumule	cumuler	VER				1.0	201519.0	98864.5	
92399	paralyse	paralyser	VER				1.0	201519.0	98864.5	
92412	prêtez	prêter	VER				1.0	201519.0	98864.5	
92438	prévis	prévoir	VER		f		1.0	201519.0	98864.5	
92482	publiez	publier	VER				1.0	201519.0	98864.5	
92500	pueraient	puer	VER				1.0	201519.0	98864.5	
92592	prépares	préparer	VER				1.0	201519.0	98864.5	
92598	commences	commencer	VER				1.0	201519.0	98864.5	
92601	commencent	commencer	VER				1.0	201519.0	98864.5	
92602	commençons	commencer	VER				1.0	201519.0	98864.5	
92603	commencer	commencer	VER		m	s	1.0	201519.0	98864.5	
92604	commenceront	commencer	VER				1.0	201519.0	98864.5	
92619	rabaissons	rabaisser	VER				1.0	201519.0	98864.5	
92642	quittez	quitter	VER				1.0	201519.0	98864.5	
92655	clavardais	clavarder	VER				1.0	201519.0	98864.5	
92656	clavardez	clavarder	VER				1.0	201519.0	98864.5	
92663	clave	claver	VER		m	s	1.0	201519.0	98864.5	
92664	quittant	quitter	VER				1.0	201519.0	98864.5	
92695	rada	rader	VER				1.0	201519.0	98864.5	
92726	prédisent	prédire	VER				1.0	201519.0	98864.5	
92753	commandez	commander	VER				1.0	201519.0	98864.5	
92831	combattons	combattre	VER				1.0	201519.0	98864.5	
92832	prétendent	prétendre	VER				1.0	201519.0	98864.5	
92835	prétend	prétendre	VER				1.0	201519.0	98864.5	
92885	présentera	présenter	VER				1.0	201519.0	98864.5	
92902	comblant	combler	VER		m	s	1.0	201519.0	98864.5	
92907	commandons	commander	VER				1.0	201519.0	98864.5	
92935	opine	opiner	VER				1.0	201519.0	98864.5	
92946	devra	devoir	VER				1.0	201519.0	98864.5	
92950	devenait	devenir	VER				1.0	201519.0	98864.5	
92951	deviendraient	devenir	VER				1.0	201519.0	98864.5	
92955	deviner	deviner	VER				1.0	201519.0	98864.5	
92977	descendons	descendre	VER				1.0	201519.0	98864.5	
92991	dusse	devoir	VER				1.0	201519.0	98864.5	
92992	devrions	devoir	VER				1.0	201519.0	98864.5	
93002	occupes	occuper	VER				1.0	201519.0	98864.5	
93126	desserres	desserrer	VER		f	p	1.0	201519.0	98864.5	
93186	oserez	oser	VER				1.0	201519.0	98864.5	
93189	osera	oser	VER				1.0	201519.0	98864.5	
93197	ouïsse	ouïr	VER				1.0	201519.0	98864.5	
93205	demandant	demander	VER				1.0	201519.0	98864.5	
93225	célébrons	célébrer	VER				1.0	201519.0	98864.5	
93228	ouvrira	ouvrir	VER				1.0	201519.0	98864.5	
93243	oublierais	oublier	VER				1.0	201519.0	98864.5	
93251	dama	damer	VER				1.0	201519.0	98864.5	
93279	offrent	offrir	VER				1.0	201519.0	98864.5	
93280	deviendra	devenir	VER				1.0	201519.0	98864.5	
93295	offrez	offrir	VER				1.0	201519.0	98864.5	
93297	offrira	offrir	VER				1.0	201519.0	98864.5	
93313	oublions	oublier	VER				1.0	201519.0	98864.5	
93359	partageons	partager	VER				1.0	201519.0	98864.5	
93376	participera	participer	VER				1.0	201519.0	98864.5	
93378	cryogénises	cryogéniser	VER				1.0	201519.0	98864.5	
93429	passèrent	passer	VER				1.0	201519.0	98864.5	
93499	cultivez	cultiver	VER				1.0	201519.0	98864.5	
93594	créma	crémer	VER		f	s	1.0	201519.0	98864.5	
93635	pares	parer	VER				1.0	201519.0	98864.5	
93644	parie	parier	VER				1.0	201519.0	98864.5	
93656	parlaient	parler	VER				1.0	201519.0	98864.5	
93681	partit	partir	VER				1.0	201519.0	98864.5	
93685	parte	partir	VER				1.0	201519.0	98864.5	
93704	croques	croquer	VER				1.0	201519.0	98864.5	
93714	passent	passer	VER				1.0	201519.0	98864.5	
93717	passa	passer	VER				1.0	201519.0	98864.5	
93724	partent	partir	VER				1.0	201519.0	98864.5	
93732	cuisent	cuire	VER				1.0	201519.0	98864.5	
93735	parera	parer	VER				1.0	201519.0	98864.5	
93747	paraphrasant	paraphraser	VER		m	s	1.0	201519.0	98864.5	
93782	concentrez	concentrer	VER				1.0	201519.0	98864.5	
93786	promenez	promener	VER				1.0	201519.0	98864.5	
93818	concentres	concentrer	VER				1.0	201519.0	98864.5	
93829	promettez	promettre	VER				1.0	201519.0	98864.5	
93836	promettons	promettre	VER				1.0	201519.0	98864.5	
93889	provoquent	provoquer	VER				1.0	201519.0	98864.5	
93933	provient	provenir	VER				1.0	201519.0	98864.5	
93939	protégeons	protéger	VER				1.0	201519.0	98864.5	
93998	contourne	contourner	VER				1.0	201519.0	98864.5	
94000	contentons	contenter	VER				1.0	201519.0	98864.5	
94092	plumons	plumer	VER		m	p	1.0	201519.0	98864.5	
94114	compute	computer	VER				1.0	201519.0	98864.5	
94138	proposent	proposer	VER				1.0	201519.0	98864.5	
94176	continuent	continuer	VER				1.0	201519.0	98864.5	
94194	continua	continuer	VER				1.0	201519.0	98864.5	
94195	continuons	continuer	VER				1.0	201519.0	98864.5	
94268	condamne	condamner	VER				1.0	201519.0	98864.5	
94281	procurent	procurer	VER				1.0	201519.0	98864.5	
94290	procrastinez	procrastiner	VER				1.0	201519.0	98864.5	
94295	procurez	procurer	VER				1.0	201519.0	98864.5	
94319	conduisons	conduire	VER				1.0	201519.0	98864.5	
94393	confirmez	confirmer	VER				1.0	201519.0	98864.5	
94394	primer	primer	VER				1.0	201519.0	98864.5	
94398	confirmons	confirmer	VER				1.0	201519.0	98864.5	
94408	prisa	priser	VER				1.0	201519.0	98864.5	
94437	comprendre	comprendre	VER		m	s	1.0	201519.0	98864.5	
94455	prenne	prendre	VER				1.0	201519.0	98864.5	
94474	comprend	comprendre	VER				1.0	201519.0	98864.5	
94481	comprenait	comprendre	VER				1.0	201519.0	98864.5	
94485	prospéré	prospérer	VER				1.0	201519.0	98864.5	
94487	prospèrent	prospérer	VER				1.0	201519.0	98864.5	
94520	pratiquent	pratiquer	VER				1.0	201519.0	98864.5	
94538	pourriez	pouvoir	VER				1.0	201519.0	98864.5	
94539	pouvais	pouvoir	VER				1.0	201519.0	98864.5	
94540	pourraient	pouvoir	VER				1.0	201519.0	98864.5	
94553	pratiquez	pratiquer	VER				1.0	201519.0	98864.5	
94564	pourra	pouvoir	VER				1.0	201519.0	98864.5	
94574	pourront	pouvoir	VER				1.0	201519.0	98864.5	
94584	conforte	conforter	VER				1.0	201519.0	98864.5	
94603	poussant	pousser	VER				1.0	201519.0	98864.5	
94631	pénètre	pénétrer	VER				1.0	201519.0	98864.5	
94678	codirigeait	codiriger	VER				1.0	201519.0	98864.5	
94749	clouent	clouer	VER				1.0	201519.0	98864.5	
94805	cliquer	cliquer	VER		m	s	1.0	201519.0	98864.5	
94833	cligne	cligner	VER				1.0	201519.0	98864.5	
94866	circule	circuler	VER				1.0	201519.0	98864.5	
94875	circules	circuler	VER				1.0	201519.0	98864.5	
94906	rabattez	rabattre	VER				1.0	201519.0	98864.5	
94950	cites	citer	VER				1.0	201519.0	98864.5	
94951	raffole	raffoler	VER				1.0	201519.0	98864.5	
95063	consolide	consolider	VER				1.0	201519.0	98864.5	
95066	possédera	posséder	VER				1.0	201519.0	98864.5	
95069	posséderai	posséder	VER				1.0	201519.0	98864.5	
95071	consiste	consister	VER				1.0	201519.0	98864.5	
95090	considères	considérer	VER				1.0	201519.0	98864.5	
95094	consent	consentir	VER				1.0	201519.0	98864.5	
95106	conquiert	conquérir	VER				1.0	201519.0	98864.5	
95113	poursuivent	poursuivre	VER				1.0	201519.0	98864.5	
95115	pourchassait	pourchasser	VER				1.0	201519.0	98864.5	
95125	poursuivons	poursuivre	VER				1.0	201519.0	98864.5	
95131	posta	poster	VER				1.0	201519.0	98864.5	
95168	poignardant	poignarder	VER		m	s	1.0	201519.0	98864.5	
95197	plombait	plomber	VER				1.0	201519.0	98864.5	
95220	contre-attaquent	contre-attaquer	VER				1.0	201519.0	98864.5	
95290	pommer	pommer	VER				1.0	201519.0	98864.5	
95322	consumer	consumer	VER				1.0	201519.0	98864.5	
95324	construisons	construire	VER				1.0	201519.0	98864.5	
95331	porter	porter	VER			s	1.0	201519.0	98864.5	
95333	constitue	constituer	VER				1.0	201519.0	98864.5	
95342	construis	construire	VER				1.0	201519.0	98864.5	
95348	consomme	consommer	VER				1.0	201519.0	98864.5	
95373	pouponne	pouponner	VER		f	s	1.0	201519.0	98864.5	
95427	possèdes	posséder	VER				1.0	201519.0	98864.5	
95466	contactez	contacter	VER				1.0	201519.0	98864.5	
95478	campons	camper	VER				1.0	201519.0	98864.5	
95508	rima	rimer	VER				1.0	201519.0	98864.5	
95512	ricane	ricaner	VER				1.0	201519.0	98864.5	
95520	ricanent	ricaner	VER				1.0	201519.0	98864.5	
95562	calmera	calmer	VER				1.0	201519.0	98864.5	
95570	risquent	risquer	VER				1.0	201519.0	98864.5	
95571	calma	calmer	VER				1.0	201519.0	98864.5	
95582	rota	roter	VER				1.0	201519.0	98864.5	
95587	rote	roter	VER				1.0	201519.0	98864.5	
95593	rossa	rosser	VER				1.0	201519.0	98864.5	
95605	rotas	roter	VER				1.0	201519.0	98864.5	
95655	ridiculise	ridiculiser	VER				1.0	201519.0	98864.5	
95659	ronfle	ronfler	VER				1.0	201519.0	98864.5	
95827	rince	rincer	VER				1.0	201519.0	98864.5	
95850	réagence	réagencer	VER		f	s	1.0	201519.0	98864.5	
95894	bénissent	bénir	VER				1.0	201519.0	98864.5	
95911	réservez	réserver	VER				1.0	201519.0	98864.5	
95927	brident	brider	VER				1.0	201519.0	98864.5	
95939	répétez	répéter	VER				1.0	201519.0	98864.5	
95946	répètes	répéter	VER				1.0	201519.0	98864.5	
96021	réparent	réparer	VER				1.0	201519.0	98864.5	
96022	répandez	répandre	VER				1.0	201519.0	98864.5	
96025	brode	broder	VER				1.0	201519.0	98864.5	
96046	répudie	répudier	VER				1.0	201519.0	98864.5	
96084	répondirent	répondre	VER				1.0	201519.0	98864.5	
96088	répond	répondre	VER				1.0	201519.0	98864.5	
96097	répliquant	répliquer	VER				1.0	201519.0	98864.5	
96109	broute	brouter	VER				1.0	201519.0	98864.5	
96178	romps	rompre	VER				1.0	201519.0	98864.5	
96186	rompez	rompre	VER				1.0	201519.0	98864.5	
96325	signalez	signaler	VER				1.0	201519.0	98864.5	
96327	signalait	signaler	VER				1.0	201519.0	98864.5	
96331	signale	signaler	VER				1.0	201519.0	98864.5	
96370	sifflez	siffler	VER				1.0	201519.0	98864.5	
96398	semez	semer	VER				1.0	201519.0	98864.5	
96411	blaguez	blaguer	VER				1.0	201519.0	98864.5	
96459	boiter	boiter	VER				1.0	201519.0	98864.5	
96474	savonne	savonner	VER				1.0	201519.0	98864.5	
96524	shoote	shooter	VER				1.0	201519.0	98864.5	
96533	bittons	bitter	VER		m		1.0	201519.0	98864.5	
96555	révère	révérer	VER				1.0	201519.0	98864.5	
96559	braillent	brailler	VER				1.0	201519.0	98864.5	
96573	réépouse	réépouser	VER		f	s	1.0	201519.0	98864.5	
96581	révèle	révéler	VER				1.0	201519.0	98864.5	
96615	révèlent	révéler	VER				1.0	201519.0	98864.5	
96616	brade	brader	VER				1.0	201519.0	98864.5	
96630	boute	bouter	VER				1.0	201519.0	98864.5	
96685	sert	servir	VER		m	s	1.0	201519.0	98864.5	
96687	servent	servir	VER				1.0	201519.0	98864.5	
96745	boise	boiser	VER				1.0	201519.0	98864.5	
96790	rusa	ruser	VER				1.0	201519.0	98864.5	
96802	blâmons	blâmer	VER				1.0	201519.0	98864.5	
96828	rugit	rugir	VER				1.0	201519.0	98864.5	
96840	ruiez	ruer	VER				1.0	201519.0	98864.5	
96859	cachez	cacher	VER				1.0	201519.0	98864.5	
96860	rouvrirait	rouvrir	VER				1.0	201519.0	98864.5	
96864	cachent	cacher	VER				1.0	201519.0	98864.5	
96865	cachons	cacher	VER				1.0	201519.0	98864.5	
96910	roulez	rouler	VER				1.0	201519.0	98864.5	
96961	savent	savoir	VER				1.0	201519.0	98864.5	
96968	sais	savoir	VER				1.0	201519.0	98864.5	
96972	schtroumpfa	schtroumpfer	VER				1.0	201519.0	98864.5	
96996	sut	savoir	VER				1.0	201519.0	98864.5	
97010	saupoudrent	saupoudrer	VER				1.0	201519.0	98864.5	
97011	sautant	sauter	VER				1.0	201519.0	98864.5	
97039	sauner	sauner	VER				1.0	201519.0	98864.5	
97046	bordes	border	VER		f	p	1.0	201519.0	98864.5	
97055	sautillons	sautiller	VER		m	p	1.0	201519.0	98864.5	
97058	borna	borner	VER				1.0	201519.0	98864.5	
97063	sauvent	sauver	VER				1.0	201519.0	98864.5	
97074	scintillent	scintiller	VER				1.0	201519.0	98864.5	
97095	boivent	boire	VER				1.0	201519.0	98864.5	
97111	scintille	scintiller	VER				1.0	201519.0	98864.5	
97128	secoues	secouer	VER				1.0	201519.0	98864.5	
97133	bloque	bloquer	VER				1.0	201519.0	98864.5	
97134	secouez	secouer	VER				1.0	201519.0	98864.5	
97137	schtroumpfons	schtroumpfer	VER				1.0	201519.0	98864.5	
97169	briserai	briser	VER				1.0	201519.0	98864.5	
97190	plaignez	plaindre	VER				1.0	201519.0	98864.5	
97228	convoque	convoquer	VER				1.0	201519.0	98864.5	
97232	plaignons	plaindre	VER				1.0	201519.0	98864.5	
97236	coorganise	coorganiser	VER				1.0	201519.0	98864.5	
97263	convoite	convoiter	VER				1.0	201519.0	98864.5	
97269	plaise	plaire	VER				1.0	201519.0	98864.5	
97293	pleurerais	pleurer	VER				1.0	201519.0	98864.5	
97315	pleura	pleurer	VER				1.0	201519.0	98864.5	
97377	contribue	contribuer	VER				1.0	201519.0	98864.5	
97384	cranait	craner	VER				1.0	201519.0	98864.5	
97388	pendent	pendre	VER				1.0	201519.0	98864.5	
97403	cramponne	cramponner	VER				1.0	201519.0	98864.5	
97463	pensais	penser	VER				1.0	201519.0	98864.5	
97465	penserais	penser	VER				1.0	201519.0	98864.5	
97470	pensait	penser	VER				1.0	201519.0	98864.5	
97473	craignant	craindre	VER				1.0	201519.0	98864.5	
97475	craignez	craindre	VER				1.0	201519.0	98864.5	
97613	pilonnant	pilonner	VER				1.0	201519.0	98864.5	
97638	pincez	pincer	VER				1.0	201519.0	98864.5	
97656	piquez	piquer	VER				1.0	201519.0	98864.5	
97694	piquerons	piquer	VER		m	p	1.0	201519.0	98864.5	
97698	correspondent	correspondre	VER				1.0	201519.0	98864.5	
97771	corrige	corriger	VER				1.0	201519.0	98864.5	
97786	organisez	organiser	VER				1.0	201519.0	98864.5	
97787	organisant	organiser	VER		m	s	1.0	201519.0	98864.5	
97794	organisent	organiser	VER				1.0	201519.0	98864.5	
97807	plantez	planter	VER				1.0	201519.0	98864.5	
97809	convenez	convenir	VER				1.0	201519.0	98864.5	
97894	planent	planer	VER				1.0	201519.0	98864.5	
97905	plaisantant	plaisanter	VER				1.0	201519.0	98864.5	
97953	pinta	pinter	VER				1.0	201519.0	98864.5	
98002	cota	coter	VER				1.0	201519.0	98864.5	
98007	picore	picorer	VER				1.0	201519.0	98864.5	
98010	picorer	picorer	VER		m	s	1.0	201519.0	98864.5	
98049	réessaye	réessayer	VER				1.0	201519.0	98864.5	
98091	bâillant	bâiller	VER		m	s	1.0	201519.0	98864.5	
98105	brûlera	brûler	VER				1.0	201519.0	98864.5	
98172	réfléchissez	réfléchir	VER				1.0	201519.0	98864.5	
98233	rédige	rédiger	VER				1.0	201519.0	98864.5	
98235	réduisent	réduire	VER				1.0	201519.0	98864.5	
98298	réprimant	réprimer	VER		m	s	1.0	201519.0	98864.5	
98319	récupère	récupérer	VER				1.0	201519.0	98864.5	
98340	récoltent	récolter	VER				1.0	201519.0	98864.5	
98364	réclament	réclamer	VER				1.0	201519.0	98864.5	
98370	récite	réciter	VER				1.0	201519.0	98864.5	
98468	paierai	payer	VER				1.0	201519.0	98864.5	
98555	croisent	croiser	VER				1.0	201519.0	98864.5	
98597	crèvent	crever	VER				1.0	201519.0	98864.5	
98603	cria	crier	VER				1.0	201519.0	98864.5	
98614	payais	payer	VER				1.0	201519.0	98864.5	
98616	paiera	payer	VER				1.0	201519.0	98864.5	
98619	crevez	crever	VER				1.0	201519.0	98864.5	
98627	croise	croiser	VER				1.0	201519.0	98864.5	
98679	perdent	perdre	VER				1.0	201519.0	98864.5	
98754	courez	courir	VER				1.0	201519.0	98864.5	
98789	coupera	couper	VER				1.0	201519.0	98864.5	
98809	perde	perdre	VER				1.0	201519.0	98864.5	
98829	couvais	couver	VER				1.0	201519.0	98864.5	
98845	couine	couiner	VER				1.0	201519.0	98864.5	
98847	pestifères	pestiférer	VER				1.0	201519.0	98864.5	
98873	tète	téter	VER				1.0	201519.0	98864.5	
98880	séjourne	séjourner	VER				1.0	201519.0	98864.5	
98894	appartenez	appartenir	VER				1.0	201519.0	98864.5	
98940	balayant	balayer	VER		m	s	1.0	201519.0	98864.5	
98962	sélectionne	sélectionner	VER				1.0	201519.0	98864.5	
98985	balaie	balayer	VER				1.0	201519.0	98864.5	
99023	agis	agir	VER				1.0	201519.0	98864.5	
99034	appelais	appeler	VER				1.0	201519.0	98864.5	
99036	balayant	balayer	VER				1.0	201519.0	98864.5	
99041	écarteler	écarteler	VER				1.0	201519.0	98864.5	
99042	appelait	appeler	VER				1.0	201519.0	98864.5	
99059	stagner	stagner	VER				1.0	201519.0	98864.5	
99098	échappons	échapper	VER				1.0	201519.0	98864.5	
99104	annulez	annuler	VER				1.0	201519.0	98864.5	
99105	transférer	transférer	VER		m	s	1.0	201519.0	98864.5	
99121	stabilise	stabiliser	VER				1.0	201519.0	98864.5	
99134	sépare	séparer	VER				1.0	201519.0	98864.5	
99136	agira	agir	VER				1.0	201519.0	98864.5	
99139	séparez	séparer	VER				1.0	201519.0	98864.5	
99179	balayez	balayer	VER				1.0	201519.0	98864.5	
99194	séparons	séparer	VER				1.0	201519.0	98864.5	
99200	séparant	séparer	VER		m	s	1.0	201519.0	98864.5	
99210	transmettez	transmettre	VER				1.0	201519.0	98864.5	
99296	taquinant	taquiner	VER		m	s	1.0	201519.0	98864.5	
99302	tuera	tuer	VER				1.0	201519.0	98864.5	
99327	aèrent	aérer	VER				1.0	201519.0	98864.5	
99331	aères	aérer	VER				1.0	201519.0	98864.5	
99337	acclame	acclamer	VER				1.0	201519.0	98864.5	
99347	vapotent	vapoter	VER				1.0	201519.0	98864.5	
99365	soumets	soumettre	VER				1.0	201519.0	98864.5	
99385	aboient	aboyer	VER				1.0	201519.0	98864.5	
99391	acquérez	acquérir	VER				1.0	201519.0	98864.5	
99394	asséchant	assécher	VER		m	s	1.0	201519.0	98864.5	
99397	toussotant	toussoter	VER				1.0	201519.0	98864.5	
99400	barrons	barrer	VER				1.0	201519.0	98864.5	
99408	succombe	succomber	VER				1.0	201519.0	98864.5	
99419	vanna	vanner	VER				1.0	201519.0	98864.5	
99462	abritant	abriter	VER				1.0	201519.0	98864.5	
99515	vomit	vomir	VER				1.0	201519.0	98864.5	
99529	tardes	tarder	VER				1.0	201519.0	98864.5	
99546	soupires	soupirer	VER				1.0	201519.0	98864.5	
99548	assèche	assécher	VER				1.0	201519.0	98864.5	
99590	sucent	sucer	VER				1.0	201519.0	98864.5	
99618	tournais	tourner	VER				1.0	201519.0	98864.5	
99642	tournoient	tournoyer	VER				1.0	201519.0	98864.5	
99643	survivent	survivre	VER				1.0	201519.0	98864.5	
99653	survécurent	survivre	VER				1.0	201519.0	98864.5	
99659	sucez	sucer	VER				1.0	201519.0	98864.5	
99701	vomissez	vomir	VER				1.0	201519.0	98864.5	
99711	échappe	échapper	VER				1.0	201519.0	98864.5	
99771	atteins	atteindre	VER				1.0	201519.0	98864.5	
99780	atteignez	atteindre	VER				1.0	201519.0	98864.5	
99782	augmente	augmenter	VER				1.0	201519.0	98864.5	
99786	absolvant	absoudre	VER		m	s	1.0	201519.0	98864.5	
99793	apportent	apporter	VER				1.0	201519.0	98864.5	
99796	usa	user	VER				1.0	201519.0	98864.5	
99800	étendez	étendre	VER				1.0	201519.0	98864.5	
99814	attaquerait	attaquer	VER				1.0	201519.0	98864.5	
99821	agitez	agiter	VER				1.0	201519.0	98864.5	
99832	accable	accabler	VER				1.0	201519.0	98864.5	
99888	apportes	apporter	VER				1.0	201519.0	98864.5	
99905	baissez	baisser	VER				1.0	201519.0	98864.5	
99906	transpire	transpirer	VER				1.0	201519.0	98864.5	
99929	taillader	taillader	VER				1.0	201519.0	98864.5	
99934	apprendrai	apprendre	VER				1.0	201519.0	98864.5	
99989	utilisait	utiliser	VER				1.0	201519.0	98864.5	
99996	utilises	utiliser	VER				1.0	201519.0	98864.5	
100005	échoues	échouer	VER				1.0	201519.0	98864.5	
100006	traitez	traiter	VER				1.0	201519.0	98864.5	
100011	éternuent	éternuer	VER				1.0	201519.0	98864.5	
100014	éloignes	éloigner	VER				1.0	201519.0	98864.5	
100021	échoue	échouer	VER				1.0	201519.0	98864.5	
100052	éteignons	éteindre	VER				1.0	201519.0	98864.5	
100066	acharne	acharner	VER				1.0	201519.0	98864.5	
100070	accueillons	accueillir	VER				1.0	201519.0	98864.5	
100071	accueille	accueillir	VER				1.0	201519.0	98864.5	
100077	accueillent	accueillir	VER				1.0	201519.0	98864.5	
100090	utilisant	utiliser	VER				1.0	201519.0	98864.5	
100098	éternue	éternuer	VER				1.0	201519.0	98864.5	
100102	apprenez	apprendre	VER				1.0	201519.0	98864.5	
100104	acheter	acheter	VER		m	s	1.0	201519.0	98864.5	
100145	baisait	baiser	VER				1.0	201519.0	98864.5	
100168	sécurise	sécuriser	VER				1.0	201519.0	98864.5	
100182	transporte	transporter	VER				1.0	201519.0	98864.5	
100187	séchez	sécher	VER				1.0	201519.0	98864.5	
100193	baignes	baigner	VER				1.0	201519.0	98864.5	
100205	agite	agiter	VER				1.0	201519.0	98864.5	
